BrandName,Product_ID,Product_Name,Category,MRP (Rs.),SellPrice (Rs.),Discount_Percentage %,Product_Desc
ayesha,AYESHA62,AYESHA62 - Indianwear-Women,Indianwear,664.4444444444445,598.0,10,red rayon scarf with tassels for girls and women - red
ayesha,AYESHA63,AYESHA63 - Indianwear-Women,Indianwear,1442.2222222222222,1298.0,10,purple leopard patterned scarf
ayesha,AYESHA64,AYESHA64 - Indianwear-Women,Indianwear,997.7777777777777,898.0,10,black & white star printed silk scarf
ayesha,AYESHA65,AYESHA65 - Indianwear-Women,Indianwear,2775.5555555555557,2498.0,10,contemporary geometric triangle printed scarf
ayesha,AYESHA66,AYESHA66 - Indianwear-Women,Indianwear,1108.888888888889,998.0,10,womens blue flamingo printed white viscose scarf - blue
ayesha,AYESHA67,AYESHA67 - Indianwear-Women,Indianwear,3997.777777777778,3598.0,10,ethnic embroidered motif scarf
ayesha,AYESHA68,AYESHA68 - Indianwear-Women,Indianwear,1664.4444444444443,1498.0,10,grey & blue double shaded scarf with tassels
ayesha,AYESHA69,AYESHA69 - Indianwear-Women,Indianwear,1998.0,898.0,55,set of quirky patterns carbon printed polyester scarf for girls and women - black
ayesha,AYESHA70,AYESHA70 - Indianwear-Women,Indianwear,1108.888888888889,998.0,10,plain blue viscose scarf for girls & women - blue
ayesha,AYESHA71,AYESHA71 - Indianwear-Women,Indianwear,664.4444444444445,598.0,10,brown geometric shapes printed silk scarf for women
ayesha,AYESHA72,AYESHA72 - Jewellery-Women,Jewellery,598.0,179.0,70,mens set of 3 rugged braided leather bracelets
ayesha,AYESHA73,AYESHA73 - Jewellery-Women,Jewellery,298.0,149.0,50,chunky statement eiffel tower and pearl charms chain-link layered bracelet
ayesha,AYESHA74,AYESHA74 - Jewellery-Women,Jewellery,799.0,399.0,50,chunky chain-link gold-toned circular pendant layered necklace
ayesha,AYESHA75,AYESHA75 - Jewellery-Women,Jewellery,499.0,149.0,70,mens rugged black leather adjustable bracelet with beads metal fish bone and helm charm
ayesha,AYESHA76,AYESHA76 - Jewellery-Women,Jewellery,898.0,269.0,70,contemporary square gun metal black metallic cuff bracelet
ayesha,AYESHA77,AYESHA77 - Jewellery-Women,Jewellery,198.0,99.0,50,womens sliver plated beads drop earrings - multi
ayesha,AYESHA78,AYESHA78 - Jewellery-Women,Jewellery,898.0,269.0,70,contemporary circular rose gold-toned metallic cuff bracelet
ayesha,AYESHA79,AYESHA79 - Jewellery-Women,Jewellery,998.0,499.0,50,statement handcrafted ethnic gold-toned ghungroo choker necklace
ayesha,AYESHA80,AYESHA80 - Jewellery-Women,Jewellery,698.0,349.0,50,star pendant statement gold-toned layered necklace
ayesha,AYESHA81,AYESHA81 - Jewellery-Women,Jewellery,798.0,399.0,50,butterfly pendant statement gold-toned layered necklace
ayesha,AYESHA82,AYESHA82 - Jewellery-Women,Jewellery,499.0,149.0,70,mens rugged black leather adjustable neck piece with a metal anchor pendant
ayesha,AYESHA83,AYESHA83 - Jewellery-Women,Jewellery,299.0,149.0,50,set of four contemporary silver-toned stud earrings
ayesha,AYESHA84,AYESHA84 - Jewellery-Women,Jewellery,699.0,349.0,50,butterfly pendant statement gold-toned layered necklace
ayesha,AYESHA85,AYESHA85 - Jewellery-Women,Jewellery,299.0,149.0,50,ethnic gold-toned oxidized pearl drop hook earrings
ayesha,AYESHA86,AYESHA86 - Jewellery-Women,Jewellery,399.0,199.0,50,set of three colorful silk scrunchie hair ties
ayesha,AYESHA87,AYESHA87 - Jewellery-Women,Jewellery,1198.0,359.0,70,geometric shaped pendant gold-toned choker necklace
ayesha,AYESHA88,AYESHA88 - Jewellery-Women,Jewellery,898.0,449.0,50,womens metallic gold western charm necklace with metallic balls and a rhinestone pendant - multi
ayesha,AYESHA89,AYESHA89 - Jewellery-Women,Jewellery,598.0,299.0,50,set of four metallic gold & rose gold textured mini claw clips
ayesha,AYESHA90,AYESHA90 - Jewellery-Women,Jewellery,499.0,249.0,50,butterfly mini pendant silver-toned diamante studded dainty necklace
ayesha,AYESHA91,AYESHA91 - Jewellery-Women,Jewellery,298.0,89.0,70,womens gold plated earrings - multi
ayesha,AYESHA92,AYESHA92 - Jewellery-Women,Jewellery,798.0,239.0,70,mens rasta jamaican set of 5 rugged leather braided bracelets
ayesha,AYESHA93,AYESHA93 - Jewellery-Women,Jewellery,499.0,249.0,50,ethnic gold-toned circular ghungroo jhumki drop earrings
ayesha,AYESHA94,AYESHA94 - Jewellery-Women,Jewellery,399.0,199.0,50,top-knot pink thick fabric oversized hair band
ayesha,AYESHA95,AYESHA95 - Jewellery-Women,Jewellery,298.0,149.0,50,womens sliver plated beads bracelet - multi
ayesha,AYESHA96,AYESHA96 - Jewellery-Women,Jewellery,799.0,399.0,50,dainty pearl and metallic chain tassel gold-toned dangler earrings
ayesha,AYESHA97,AYESHA97 - Jewellery-Women,Jewellery,298.0,149.0,50,womens blue beaded multi string boho western bracelet - multi
ayesha,AYESHA98,AYESHA98 - Jewellery-Women,Jewellery,598.0,179.0,70,womens metallic tassel drop earrings - multi
ayesha,AYESHA99,AYESHA99 - Jewellery-Women,Jewellery,398.0,199.0,50,oversized handcrafted ethnic gold ghungroo hook circular drop earrings
ayesha,AYESHA100,AYESHA100 - Jewellery-Women,Jewellery,1198.0,359.0,70,pearl studded criss cross gold-toned dainty choker necklace
ayesha,AYESHA101,AYESHA101 - Jewellery-Women,Jewellery,398.0,199.0,50,womens white glitter bangles set (18pcs) - multi
ayesha,AYESHA102,AYESHA102 - Jewellery-Women,Jewellery,798.0,399.0,50,womens western metallic gold big hoop with white crystal drop earrings - multi
ayesha,AYESHA103,AYESHA103 - Jewellery-Women,Jewellery,499.0,149.0,70,mens brown pendant necklace
ayesha,AYESHA104,AYESHA104 - Jewellery-Women,Jewellery,399.0,199.0,50,top-knot black thick fabric oversized hair band
ayesha,AYESHA105,AYESHA105 - Jewellery-Women,Jewellery,499.0,249.0,50,chunky bold stone studded gold-toned drop earrings
ayesha,AYESHA106,AYESHA106 - Jewellery-Women,Jewellery,399.0,199.0,50,set of three colorful silk scrunchie hair ties
ayesha,AYESHA107,AYESHA107 - Jewellery-Women,Jewellery,998.0,299.0,70,contemporary rhinestone studded metallic diamond shaped drop earrings
ayesha,AYESHA108,AYESHA108 - Jewellery-Women,Jewellery,398.0,199.0,50,womens ethnic tribal ornate metallic silver bangles (set of 2) - multi
ayesha,AYESHA109,AYESHA109 - Jewellery-Women,Jewellery,599.0,299.0,50,set of four statement gold-toned pearl studded hairclips
ayesha,AYESHA110,AYESHA110 - Jewellery-Women,Jewellery,1298.0,649.0,50,womens multi-strand glass beads attached to cloth with a magnetic clasp western statement necklace - multi
ayesha,AYESHA111,AYESHA111 - Jewellery-Women,Jewellery,499.0,249.0,50,womens tribal dots with stone ethnic earrings - multi
ayesha,AYESHA112,AYESHA112 - Jewellery-Women,Jewellery,798.0,399.0,50,"set of 6 gold-toned, pearl, animal tortoise shell print stud & hoop earrings"
ayesha,AYESHA113,AYESHA113 - Jewellery-Women,Jewellery,798.0,239.0,70,womens 70's style ethnic tribal blue floral drop earrings - multi
ayesha,AYESHA114,AYESHA114 - Jewellery-Women,Jewellery,698.0,349.0,50,womens gold plated stud and drop earrings set of 6 pairs - yellow
ayesha,AYESHA115,AYESHA115 - Jewellery-Women,Jewellery,898.0,449.0,50,oval charms gold-toned triple layered necklace
ayesha,AYESHA116,AYESHA116 - Jewellery-Women,Jewellery,598.0,299.0,50,"womens set of 6 metallic ball shaped studs and monochromatic circular, triangular, square hoops western earrings - multi"
ayesha,AYESHA117,AYESHA117 - Jewellery-Women,Jewellery,298.0,89.0,70,womens multi earrings
ayesha,AYESHA118,AYESHA118 - Jewellery-Women,Jewellery,898.0,269.0,70,mini evil-eye pendant diamante studded gold-toned dainty necklace
ayesha,AYESHA119,AYESHA119 - Jewellery-Women,Jewellery,399.0,199.0,50,chunky bold twisted organic gold-toned oversized stud earrings
ayesha,AYESHA120,AYESHA120 - Jewellery-Women,Jewellery,898.0,269.0,70,mens metallic silver cuboid link bracelet
ayesha,AYESHA121,AYESHA121 - Jewellery-Women,Jewellery,499.0,249.0,50,contemporary cable chain-link statement gold-toned layered necklace
ayesha,AYESHA122,AYESHA122 - Jewellery-Women,Jewellery,898.0,269.0,70,contemporary circular gun metal black metallic cuff bracelet
ayesha,AYESHA123,AYESHA123 - Jewellery-Women,Jewellery,298.0,89.0,70,womens gold plated earrings - multi
ayesha,AYESHA124,AYESHA124 - Jewellery-Women,Jewellery,198.0,99.0,50,womens silver plated earring - multi
ayesha,AYESHA125,AYESHA125 - Jewellery-Women,Jewellery,798.0,399.0,50,butterfly pendant chain-link statement gold-toned necklace
ayesha,AYESHA126,AYESHA126 - Jewellery-Women,Jewellery,1298.0,649.0,50,womens metallic silver circular crystal studded diamante tassel drop western earrings
ayesha,AYESHA127,AYESHA127 - Jewellery-Women,Jewellery,598.0,299.0,50,"womens antique gold toned chandelier shaped ethnic, tribal dangle earrings with pearls and charms - multi"
ayesha,AYESHA128,AYESHA128 - Jewellery-Women,Jewellery,698.0,349.0,50,womens black metallic gold studded wrap-around leather bracelet - multi
ayesha,AYESHA129,AYESHA129 - Jewellery-Women,Jewellery,899.0,269.0,70,mini butterfly pendant gold-toned dainty necklace
ayesha,AYESHA130,AYESHA130 - Jewellery-Women,Jewellery,1298.0,389.0,70,"statement star, globe & moon pendant chain-link gold-toned layered necklace"
ayesha,AYESHA131,AYESHA131 - Jewellery-Women,Jewellery,598.0,299.0,50,womens oversized textured danger earrings - multi
ayesha,AYESHA132,AYESHA132 - Jewellery-Women,Jewellery,1298.0,389.0,70,"heart, star & moon pendant statement gold-toned layered necklace"
ayesha,AYESHA133,AYESHA133 - Jewellery-Women,Jewellery,298.0,149.0,50,womens set of 9 fluorescent pink and purple multi-shaped western style stud earrings - multi
ayesha,AYESHA134,AYESHA134 - Jewellery-Women,Jewellery,698.0,349.0,50,womens set of metallic gold studs and dangler western earrings (5pcs) - yellow
ayesha,AYESHA135,AYESHA135 - Jewellery-Women,Jewellery,598.0,299.0,50,womens matt black and blue set of 24 classic bangles - multi
ayesha,AYESHA136,AYESHA136 - Jewellery-Women,Jewellery,798.0,399.0,50,set of 6 gold-toned & pearl party stud & hoop earrings
ayesha,AYESHA137,AYESHA137 - Jewellery-Women,Jewellery,698.0,349.0,50,womens metallic gold tassel long drop diamante decor western earrings
ayesha,AYESHA138,AYESHA138 - Jewellery-Women,Jewellery,399.0,199.0,50,set of three colorful silk scrunchie hair ties
ayesha,AYESHA139,AYESHA139 - Jewellery-Women,Jewellery,898.0,269.0,70,mini butterfly pendant iridescent rhinestone studded gold-toned dainty necklace
ayesha,AYESHA140,AYESHA140 - Jewellery-Women,Jewellery,898.0,269.0,70,oversized twisted circular gold-toned pearl drop earrings
ayesha,AYESHA141,AYESHA141 - Jewellery-Women,Jewellery,198.0,99.0,50,womens metallic gold long chain with ring charm drop western earrings - multi
ayesha,AYESHA142,AYESHA142 - Jewellery-Women,Jewellery,698.0,349.0,50,"womens antique silver toned ethnic, tribal long dangle earrings featuring a dark red rhinestone - multi"
ayesha,AYESHA143,AYESHA143 - Jewellery-Women,Jewellery,298.0,89.0,70,womens gold plated earrings - multi
ayesha,AYESHA144,AYESHA144 - Jewellery-Women,Jewellery,598.0,179.0,70,mens set of 3 rugged black leather adjustable bracelets with beads and a carved metal cross
ayesha,AYESHA145,AYESHA145 - Jewellery-Women,Jewellery,398.0,199.0,50,womens set of 9 metallic coloured big multi-shaped western style stud earrings - multi
ayesha,AYESHA146,AYESHA146 - Jewellery-Women,Jewellery,898.0,449.0,50,womens metallic silver hoop studded diamante tassel drop western earrings - silver
ayesha,AYESHA147,AYESHA147 - Jewellery-Women,Jewellery,298.0,89.0,70,mens rugged brown leather adjustable multi-layer bracelet and necklace
ayesha,AYESHA148,AYESHA148 - Jewellery-Women,Jewellery,598.0,179.0,70,mens brown rugged adjustable leather cross pendant necklace
ayesha,AYESHA149,AYESHA149 - Jewellery-Women,Jewellery,598.0,179.0,70,mens set of 3 rugged black leather adjustable bracelets with beads and a carved metal anchor
ayesha,AYESHA150,AYESHA150 - Jewellery-Women,Jewellery,499.0,149.0,70,mens rugged black leather adjustable bracelet with metal charms and beads
ayesha,AYESHA151,AYESHA151 - Jewellery-Women,Jewellery,998.0,499.0,50,charm pendant statement layered necklace
ayesha,AYESHA152,AYESHA152 - Jewellery-Women,Jewellery,798.0,399.0,50,womens asymmetrical pearl lock statement necklace - multi
ayesha,AYESHA153,AYESHA153 - Jewellery-Women,Jewellery,898.0,449.0,50,"womens metallic gold pearl and rhinestone studded hair pin, earrings and pendant western necklace set - yellow"
ayesha,AYESHA154,AYESHA154 - Jewellery-Women,Jewellery,699.0,209.0,70,oversized pearl studded silver-toned circular double layered hoop earrings
ayesha,AYESHA155,AYESHA155 - Jewellery-Women,Jewellery,998.0,499.0,50,womens round foliage filigree motif silver plated layered necklace - silver
ayesha,AYESHA156,AYESHA156 - Jewellery-Women,Jewellery,898.0,269.0,70,oversized pearl drop gold-toned circular dangler earrings
ayesha,AYESHA157,AYESHA157 - Jewellery-Women,Jewellery,998.0,299.0,70,ethnic oxidized jhumki drop earrings
ayesha,AYESHA158,AYESHA158 - Jewellery-Women,Jewellery,798.0,399.0,50,set of 6 gold-toned & pearl diamante stud & hoop earrings
ayesha,AYESHA159,AYESHA159 - Jewellery-Women,Jewellery,598.0,299.0,50,womens metallic multi layered gold glitter bangles - yellow
ayesha,AYESHA160,AYESHA160 - Jewellery-Women,Jewellery,298.0,89.0,70,womens silver plated earrings - multi
ayesha,AYESHA161,AYESHA161 - Jewellery-Women,Jewellery,398.0,119.0,70,womens antique silver toned oversized circular star cut with black pearl charms tribal ethnic earrings - silver
ayesha,AYESHA162,AYESHA162 - Jewellery-Women,Jewellery,898.0,269.0,70,contemporary butterfly gold-toned metallic cuff bracelet
ayesha,AYESHA163,AYESHA163 - Jewellery-Women,Jewellery,398.0,199.0,50,womens black and white bangles set (18pcs) - multi
ayesha,AYESHA164,AYESHA164 - Jewellery-Women,Jewellery,499.0,249.0,50,set of three statement gold-toned pearl studded hairclips
ayesha,AYESHA165,AYESHA165 - Jewellery-Women,Jewellery,299.0,149.0,50,set of four contemporary gold-toned stud earrings
ayesha,AYESHA166,AYESHA166 - Jewellery-Women,Jewellery,398.0,119.0,70,mens rugged black leather wrap around bracelet and necklace
ayesha,AYESHA167,AYESHA167 - Jewellery-Women,Jewellery,1198.0,599.0,50,lock and heart pendant statement layered necklace
ayesha,AYESHA168,AYESHA168 - Jewellery-Women,Jewellery,499.0,249.0,50,ethnic gold-toned curved ghungroo jhumki drop earrings
ayesha,AYESHA169,AYESHA169 - Jewellery-Women,Jewellery,599.0,299.0,50,lock mini pendant silver-toned stone studded dainty necklace
ayesha,AYESHA170,AYESHA170 - Jewellery-Women,Jewellery,698.0,349.0,50,womens metallic gold diamante long drop western earrings
ayesha,AYESHA171,AYESHA171 - Jewellery-Women,Jewellery,998.0,299.0,70,mens camouflage pixel baseball cap
ayesha,AYESHA172,AYESHA172 - Jewellery-Women,Jewellery,598.0,179.0,70,mens black leather designer bracelet - multi
ayesha,AYESHA173,AYESHA173 - Jewellery-Women,Jewellery,298.0,149.0,50,set of three classic matte black claw clips
ayesha,AYESHA174,AYESHA174 - Jewellery-Women,Jewellery,499.0,249.0,50,ethnic gold-toned oxidized petal drop earrings
ayesha,AYESHA175,AYESHA175 - Jewellery-Women,Jewellery,1998.0,599.0,70,statement handcrafted ethnic silver-toned mirror ghungroo choker necklace
ayesha,AYESHA176,AYESHA176 - Jewellery-Women,Jewellery,898.0,449.0,50,womens stone studded silver plated drop earrings - multi
ayesha,AYESHA177,AYESHA177 - Jewellery-Women,Jewellery,299.0,149.0,50,ethnic gold-toned oxidized peacock drop earrings
ayesha,AYESHA178,AYESHA178 - Jewellery-Women,Jewellery,198.0,99.0,50,womens set of four neon stud earrings - multi
ayesha,AYESHA179,AYESHA179 - Jewellery-Women,Jewellery,298.0,149.0,50,womens metallic silver set of 4 diamante studded western earrings - silver
ayesha,AYESHA180,AYESHA180 - Jewellery-Women,Jewellery,499.0,149.0,70,womens western metallic silver embellished bracelet - multi
ayesha,AYESHA181,AYESHA181 - Jewellery-Women,Jewellery,698.0,209.0,70,mens rugged black leather wrap around bracelet
ayesha,AYESHA182,AYESHA182 - Jewellery-Women,Jewellery,499.0,249.0,50,womens multicoloured stud earrings set of 12 - multi
ayesha,AYESHA183,AYESHA183 - Jewellery-Women,Jewellery,698.0,349.0,50,womes gold plated earring
ayesha,AYESHA184,AYESHA184 - Jewellery-Women,Jewellery,798.0,399.0,50,chunky coin & lock pendant chain-link statement gold-toned layered necklace
ayesha,AYESHA185,AYESHA185 - Jewellery-Women,Jewellery,298.0,89.0,70,womens geometric metallic studs set of 6 pairs - multi
ayesha,AYESHA186,AYESHA186 - Jewellery-Women,Jewellery,198.0,99.0,50,set of 3 quirky green flower rubber band for women - multi
ayesha,AYESHA187,AYESHA187 - Jewellery-Women,Jewellery,399.0,199.0,50,top-knot red thick fabric oversized hair band
ayesha,AYESHA188,AYESHA188 - Jewellery-Women,Jewellery,398.0,119.0,70,womens oval stone encrusted ring - multi
ayesha,AYESHA189,AYESHA189 - Jewellery-Women,Jewellery,198.0,99.0,50,womens set of four neon stud earrings
ayesha,AYESHA190,AYESHA190 - Jewellery-Women,Jewellery,664.4444444444445,598.0,10,girl power shakti gold-toned bracelet
ayesha,AYESHA191,AYESHA191 - Jewellery-Women,Jewellery,698.0,209.0,70,mens black leather bracelet studded with metallic silver pentacles
ayesha,AYESHA192,AYESHA192 - Jewellery-Women,Jewellery,398.0,199.0,50,womes silver plated earring
ayesha,AYESHA193,AYESHA193 - Jewellery-Women,Jewellery,898.0,449.0,50,girls lil star unicorn print pastel blue zipper bag
ayesha,AYESHA194,AYESHA194 - Jewellery-Women,Jewellery,499.0,249.0,50,"womens antique silver toned geometric earrings with mantra and green bead charms ethnic, tribal earrings - multi"
ayesha,AYESHA195,AYESHA195 - Jewellery-Women,Jewellery,664.4444444444445,598.0,10,womens gold plated earrings - multi
ayesha,AYESHA196,AYESHA196 - Jewellery-Women,Jewellery,398.0,199.0,50,womens pink leather multi strand with metallic silver studded wrap-around bracelet - multi
ayesha,AYESHA197,AYESHA197 - Jewellery-Women,Jewellery,248.0,124.0,50,womens silver tree filigree with black hollow hoops ethnic earrings - multi
ayesha,AYESHA198,AYESHA198 - Jewellery-Women,Jewellery,1298.0,389.0,70,ethnic gold pearl drop earrings
ayesha,AYESHA199,AYESHA199 - Jewellery-Women,Jewellery,398.0,199.0,50,womens western peace symbol mesh earrings - multi
ayesha,AYESHA200,AYESHA200 - Jewellery-Women,Jewellery,398.0,199.0,50,womens western neon pink mesh earrings - multi
ayesha,AYESHA201,AYESHA201 - Jewellery-Women,Jewellery,898.0,269.0,70,ethnic black big stud earrings
ayesha,AYESHA202,AYESHA202 - Jewellery-Women,Jewellery,499.0,249.0,50,ethnic gold-toned oxidized circular drop earrings
ayesha,AYESHA203,AYESHA203 - Jewellery-Women,Jewellery,198.0,99.0,50,womens set of four neon stud earrings - multi
ayesha,AYESHA204,AYESHA204 - Jewellery-Women,Jewellery,698.0,349.0,50,metallic gold-toned sequin & beaded mask chain or sunglass chain
ayesha,AYESHA205,AYESHA205 - Jewellery-Women,Jewellery,698.0,349.0,50,womens silver plated studded earrings - multi
ayesha,AYESHA206,AYESHA206 - Jewellery-Women,Jewellery,998.0,499.0,50,"womens western multi-strand silver, black and metallic gold chain and bead necklace - multi"
ayesha,AYESHA207,AYESHA207 - Jewellery-Women,Jewellery,598.0,299.0,50,womens dual colored enamel drop earrings - multi
ayesha,AYESHA208,AYESHA208 - Jewellery-Women,Jewellery,499.0,249.0,50,womens silver plated earrings - multi
ayesha,AYESHA209,AYESHA209 - Jewellery-Women,Jewellery,799.0,399.0,50,snake mini pendant gold-toned stone studded dainty necklace
ayesha,AYESHA210,AYESHA210 - Jewellery-Women,Jewellery,398.0,119.0,70,womens antique silver toned circular star cut with blue pearl charms tribal oversized ethnic earrings
ayesha,AYESHA211,AYESHA211 - Jewellery-Women,Jewellery,298.0,89.0,70,womens hearts and flowers metallic studs set of 6 pairs - multi
ayesha,AYESHA212,AYESHA212 - Jewellery-Women,Jewellery,898.0,269.0,70,love statement diamante and pearl drop earrings
ayesha,AYESHA213,AYESHA213 - Jewellery-Women,Jewellery,499.0,249.0,50,womens cool rainbow multi-colour with glitzy silver glitter set of 18 bangles - multi
ayesha,AYESHA214,AYESHA214 - Jewellery-Women,Jewellery,598.0,179.0,70,mens set of 3 rugged black leather adjustable bracelets with a metallic carved eagle
ayesha,AYESHA215,AYESHA215 - Jewellery-Women,Jewellery,1198.0,359.0,70,"heart, line pendant & sequins studded statement rose gold-toned long layered necklace"
ayesha,AYESHA216,AYESHA216 - Jewellery-Women,Jewellery,398.0,199.0,50,womens metallic gold hollow circle stud western earrings - multi
ayesha,AYESHA217,AYESHA217 - Jewellery-Women,Jewellery,598.0,299.0,50,womens metallic silver open circular drop diamante studded western earrings
ayesha,AYESHA218,AYESHA218 - Jewellery-Women,Jewellery,499.0,249.0,50,womens metallic silver bubble hoops western earrings - multi
ayesha,AYESHA219,AYESHA219 - Jewellery-Women,Jewellery,198.0,99.0,50,neon yellow hair clip for girls and women
ayesha,AYESHA220,AYESHA220 - Jewellery-Women,Jewellery,698.0,349.0,50,womens antique ethnic tribal gold floral jhumka earrings with mantra - multi
ayesha,AYESHA221,AYESHA221 - Jewellery-Women,Jewellery,798.0,399.0,50,womens asymmetrical pearl lock statement necklace - multi
ayesha,AYESHA222,AYESHA222 - Jewellery-Women,Jewellery,775.5555555555555,698.0,10,mens set of 4 green brown beaded bracelet
ayesha,AYESHA223,AYESHA223 - Jewellery-Women,Jewellery,698.0,209.0,70,mens thick black leather bracelet studded metallic silver bullet tip domes and nut rivets
ayesha,AYESHA224,AYESHA224 - Jewellery-Women,Jewellery,898.0,449.0,50,"womens multi-strand, colourful ethnic, tribal, boho style eyeglass leather chain necklace with tassels - multi"
ayesha,AYESHA225,AYESHA225 - Jewellery-Women,Jewellery,298.0,149.0,50,womens multi colour stud earrings - set of 10 - multi
ayesha,AYESHA226,AYESHA226 - Jewellery-Women,Jewellery,399.0,199.0,50,chunky bold textured gold-toned oversized circular drop earrings
ayesha,AYESHA227,AYESHA227 - Jewellery-Women,Jewellery,798.0,399.0,50,set of three rose gold toned textured open-hoop earrings
ayesha,AYESHA228,AYESHA228 - Jewellery-Women,Jewellery,799.0,399.0,50,contemporary snake chain and cable chain-link statement gold-toned layered necklace
ayesha,AYESHA229,AYESHA229 - Jewellery-Women,Jewellery,1298.0,649.0,50,womens metallic gold crystal studded diamante tassel drop western statement earrings - yellow
ayesha,AYESHA230,AYESHA230 - Jewellery-Women,Jewellery,699.0,209.0,70,dragon mini pendant silver-toned stone studded dainty necklace
ayesha,AYESHA231,AYESHA231 - Jewellery-Women,Jewellery,598.0,299.0,50,womens silver plated necklace - multi
ayesha,AYESHA232,AYESHA232 - Jewellery-Women,Jewellery,499.0,249.0,50,set of three classic matte multicolor claw clips
ayesha,AYESHA233,AYESHA233 - Jewellery-Women,Jewellery,898.0,449.0,50,womens metallic silver diamante tassel drop crystal western earrings - silver
ayesha,AYESHA234,AYESHA234 - Jewellery-Women,Jewellery,554.4444444444445,499.0,10,mens rugged black leather adjustable neck piece with a brass upward arrow pendant
ayesha,AYESHA235,AYESHA235 - Jewellery-Women,Jewellery,1198.0,599.0,50,lock and mini flower pendant statement gold-toned chain link layered necklace
ayesha,AYESHA236,AYESHA236 - Jewellery-Women,Jewellery,554.4444444444445,499.0,10,mens black leather bracelet embossed with a metallic plate
ayesha,AYESHA237,AYESHA237 - Jewellery-Women,Jewellery,499.0,249.0,50,womens metallic gold shaped pendant western necklace - multi
ayesha,AYESHA238,AYESHA238 - Jewellery-Women,Jewellery,599.0,299.0,50,chunky bold stone studded oversized gold-toned triple drop earrings
ayesha,AYESHA239,AYESHA239 - Jewellery-Women,Jewellery,798.0,399.0,50,set of 6 bold gold & diamante stud & hoop earrings
ayesha,AYESHA240,AYESHA240 - Jewellery-Women,Jewellery,499.0,149.0,70,womens metallic gold tribal pink filled circular with pearl drop ethnic earrings
ayesha,AYESHA241,AYESHA241 - Jewellery-Women,Jewellery,998.0,299.0,70,ethnic oxidized jhumki drop earrings
ayesha,AYESHA242,AYESHA242 - Jewellery-Women,Jewellery,598.0,299.0,50,set of four metallic gold-toned textured mini claw clips
ayesha,AYESHA243,AYESHA243 - Jewellery-Women,Jewellery,664.4444444444445,598.0,10,mens set of 3 rugged black and brown leather adjustable bracelets with beads
ayesha,AYESHA244,AYESHA244 - Jewellery-Women,Jewellery,698.0,349.0,50,womens metallic silver chain long drop diamante studded western earrings - silver
ayesha,AYESHA245,AYESHA245 - Jewellery-Women,Jewellery,699.0,349.0,50,oversized chunky statement gold-toned pearl studded claw clip
ayesha,AYESHA246,AYESHA246 - Jewellery-Women,Jewellery,298.0,149.0,50,womens metallic gold and blue abstract form danglers ethnic earrings - multi
ayesha,AYESHA247,AYESHA247 - Jewellery-Women,Jewellery,798.0,239.0,70,mens set of 5 rugged tan brown leather adjustable bracelets
ayesha,AYESHA248,AYESHA248 - Jewellery-Women,Jewellery,1398.0,419.0,70,oversized handcrafted ethnic silver-toned mirror circular drop earrings
ayesha,AYESHA249,AYESHA249 - Jewellery-Women,Jewellery,999.0,499.0,50,matte black sequence reusable mask with sitra certified filter
ayesha,AYESHA250,AYESHA250 - Jewellery-Women,Jewellery,698.0,209.0,70,mens set of 3 black and maroon faux leather & beaded bracelets
ayesha,AYESHA251,AYESHA251 - Jewellery-Women,Jewellery,798.0,399.0,50,womens metallic gold paper clip link triangle pendant western statement necklace - multi
ayesha,AYESHA252,AYESHA252 - Jewellery-Women,Jewellery,1298.0,649.0,50,chunky oversized heavy metallic chain necklace
ayesha,AYESHA253,AYESHA253 - Jewellery-Women,Jewellery,499.0,249.0,50,womens antique ethnic tribal oxidized ornate silver circular drop earrings - multi
ayesha,AYESHA254,AYESHA254 - Jewellery-Women,Jewellery,798.0,399.0,50,"womens & girls multilayered long western, boho necklace - yellow"
ayesha,AYESHA255,AYESHA255 - Jewellery-Women,Jewellery,899.0,269.0,70,oversized handcrafted ethnic silver-toned ghungroo hoop earrings
ayesha,AYESHA256,AYESHA256 - Jewellery-Women,Jewellery,1498.0,749.0,50,grey colour necklace for girls and women
ayesha,AYESHA257,AYESHA257 - Jewellery-Women,Jewellery,598.0,179.0,70,womens gold plated earrings - multi
ayesha,AYESHA258,AYESHA258 - Jewellery-Women,Jewellery,998.0,499.0,50,antique silver octagon shaped necklace earring and bracelet set - multi
ayesha,AYESHA259,AYESHA259 - Jewellery-Women,Jewellery,598.0,299.0,50,womens gold plated stud and drop earrings set of 5 pairs - yellow
ayesha,AYESHA260,AYESHA260 - Jewellery-Women,Jewellery,598.0,299.0,50,womens circular pendant with pearl charm statement necklace - multi
ayesha,AYESHA261,AYESHA261 - Jewellery-Women,Jewellery,698.0,349.0,50,womens black metallic silver studded adjustable wrap-around leather bracelet - multi
ayesha,AYESHA262,AYESHA262 - Jewellery-Women,Jewellery,698.0,349.0,50,womens gold plated earrings - multi
ayesha,AYESHA263,AYESHA263 - Jewellery-Women,Jewellery,554.4444444444445,499.0,10,mens rugged black leather adjustable bracelet with metal charms and beads
ayesha,AYESHA264,AYESHA264 - Jewellery-Women,Jewellery,699.0,209.0,70,oversized metallic ball silver-toned with glitter circular double layered hoop earrings
ayesha,AYESHA265,AYESHA265 - Jewellery-Women,Jewellery,798.0,399.0,50,"set of 6 gold-toned pearl stud, drop & hoop earrings"
